,Category_ID,Title,Description,Address,Coordinates,Status_value,Status_label,Url
230,57,"str. Caragiale, Târgu Mureș, judetul: Mures","CARUTE care se plimba in voie pri n oras, zici ca ne-am intors in evul mediu . Orice suntem, numai oras european nu suntem. Sunt camere de supraveghere la toate intersectiile dar carutele nu le vede nimeni.","Romania, Mures, Târgu Mureș, str. Caragiale","46.5384908, 24.55168260000005",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/str-caragiale-targu-mures-mures-2/
231,49,"Voinicenilor, Târgu Mureș, judetul: Mures",Buna ziua . De cand sa mutat trecerea de pietoni de la darina din unirii se face intr.una ambuteiaj la iesire din unirii . Si au fost stricate si locurile de parcare . Era mult mai buna trecerea de pe scuar . Si starea carosabilului ii teroare intre palas si iesire din cauza canalelor,"Romania, Mures, Târgu Mureș, Voinicenilor","46.5565308, 24.550765100000035",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/voinicenilor-targu-mures-mures/
232,50,"Str. Ion Mihut nr 6, Târgu Mureș, judetul: Mures","In parcul de pe strada Ion Mihut nr6 este montat un indicator ""accesul cainilor interzis"". As dori sa se verifice daca este o hotarare de consiliu local in acest sens iar daca nu exista sa se demonteze acest semn. Va multumesc.","Romania, Mures, Târgu Mureș, Str. Ion Mihut nr 6","46.561226, 24.543270000000007",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/str-ion-mihut-nr-6-targu-mures-mures/
233,50,"Salcamilor, Târgu Mureș, judetul: Mures","Weekend de weekend pe perioada verii acest restaurant deranjeaza linistea locatarilor prin evenimentele pe care le organizeaza, evenimente care presupun muzica la volum ridicat. Este interesant totusi modul in care acest restaurant a primit avizul de mediu. Propun revizuirea lui si actionarea responsabililor cu ordinea publica. Multumesc","Romania, Mures, Târgu Mureș, Salcamilor","46.540881, 24.54144389999999",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/salcamilor-targu-mures-mures/
234,56,"Dambul Pietros, Târgu Mureș, judetul: Mures","De ani de zile sunt foarte multe gropi mari, nu se poate circula fara sa nu intri macar in 10 dintre ele.","Romania, Mures, Târgu Mureș, Dambul Pietros","46.53257743935413, 24.557170136399122",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/dambul-pietros-targu-mures-mures/
235,49,"Strada Viitorului, strada revoluției etc, Târgu Mureș, judetul: Mures","Va rog sa găsiti soluții pentru identificarea și amenajarea spatiilor verzi aflate pe trotuarele multor străzi, unde au existat arbori, dar care fie au fost taiati, fie au fost rupți (asfaltarea/pavarea sau plantarea altor arbori). Astfel de imagini pot fi întâlnite pe multe artere din orașul nostru. Va multumesc. Ovidiu Chirtes Târgu-Mureș","Romania, Mures, Târgu Mureș, Strada Viitorului, strada revoluției etc","46.5362731, 24.586406600000032",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/strada-viitorului-strada-revolutiei-etc-targu-mures-mures/
236,57,"ceahlau nr.9, Târgu Mureș, judetul: Mures","Sunt locatar la apt.14 si am vederea spre combinat atit din balcon cit si din dormitor.Este ingrozitor ceea ce vad in fata mea dupa gardul care este ridicat.Aici este o groapa de gunoi a nimanui,un focar de infectie...Se cara gunoi atit de la locatarii din frumosele case construite cit si de trecatori.Oare cine are obligatia sa le curete???ori astept din nou sa inverzeasca totul ca sa acopere mizeria de aici.O alta problema ar fii nucii plantati dupa gard.Unele sunt deja uscate,ar trebui taiate iar altele fiind foarte inalte ,la un vint puternic pun in pericol geamurile blocului din care stau,deci.necesita o toaletare ca lumea.Din pacate fiind la marginea cartierului,se cam uita de aceasta zona.Va rog respectuos sa cercetati si sa luati masurile de rigoare.Cu multumiri Eva Ferencz","Romania, Mures, Târgu Mureș, ceahlau nr.9","46.531059, 24.55213600000002",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/ceahlau-nr-9-targu-mures-mures/
237,56,"str Painii nr 1, Târgu Mureș, judetul: Mures","Buna ziua! Va rog sa propuneti sa fie marcate locurile de parcare mai ales langa drumuri in tot orasul . Concret ma refer in special la zona Spitalului Judetean Targu-Mures.Daca ar fi marcaje, eventual numerotate, in zona alocata parcarii pentru fiecare masina, spatiul ar creste, si nu am intalni distante mari intre masini. Multumesc, cu stima Szegedi Zsolt Targu-Mures","Romania, Mures, Târgu Mureș, str Painii nr 1",Coordonate,complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/str-painii-nr-1-targu-mures-mures/
238,57,"Pandurilor 44, Târgu Mureș, judetul: Mures","Buna. Locuiesc in locuitele inchiriate de la primarie de 5 ani. Chiria este la cursul pieti 2,2 euro/m2. Sa promis la momentul de atunci ca chiria platita va fi considerata avans daca se doreste achizitionarea apartamentelor, va rog sa stipulati in noile cotracte ce se vor vota in sedinta de consiliu local din luna martie acest lucru.","Romania, Mures, Târgu Mureș, Pandurilor 44","46.533264, 24.573294000000033",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/pandurilor-44-targu-mures-mures/
239,57,"Ion Buteanu 27, Târgu Mureș, judetul: Mures","Există la această adresă o construcție începuta,neterminata, intre blocuri, sunt niste gropi neacoperite care sunt foarte periculoase pentru copii!!! va rugam sa fie astupate!!!!","Romania, Mures, Târgu Mureș, Ion Buteanu 27","46.52918410058266, 24.560508507934628",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/ion-buteanu-27-targu-mures-mures/
240,45,"Savinesti, Târgu Mureș, judetul: Mures","Prin prezenta aduc la cunostinta institutiilor ca a nins. In rest, Dumnezeu cu mila, ca sanatatea cetatenilor nu conteaza nici macar atat cat sa o aveti in grija de dragul posibilitatii lor de a se deplasa pana la ghisee sa-si plateasca darile...","Romania, Mures, Târgu Mureș, Savinesti","46.540867, 24.549612199999956",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/savinesti-targu-mures-mures/
241,45,"Toate strazile, Târgu Mureș, judetul: Mures","Intregul orasul necesita deszapezire urgenta. De obicei, februarie este luna de iarna!","Romania, Mures, Târgu Mureș, Toate strazile",Coordonate,complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/toate-strazile-targu-mures-mures/
242,51,"str. Aleea Carpati nr. 47, Târgu Mureș, judetul: Mures","Locuri de parcare sunt insuficiente in Aleea Carpati nr. 47, 53, 55. Centrala termica de cartier este lasat in paragina, ar trebui transformata in parcare supraetajata (proiect european) sau macar demolarea ei si facut parcare normal in locul ei. Daca nu este in proprietatea primarieri, ar trebui demarate proceduriile necsare pentru a deveni proprietatea primariei.","Romania, Mures, Târgu Mureș, str. Aleea Carpati nr. 47","46.5570949, 24.561478899999997",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/str-aleea-carpati-nr-47-targu-mures-mures/
243,44,"str. Turzii, Târgu Mureș, judetul: Mures","Pe strada Turzii exista un indicator ""cu exceptia riveraniilor"" care este foarte mult timp acolo, din vremea cand complexul de magazine de pe str Gheorghe doja 62-68 nu exista. Dar acum exista o parcare in spatele acestui complex pe str Turzii. Intretimp s-a construit si cladirea Multinvest 2 care are parcare privata pe strada Turzii. Deci nu se vede rostul de ce numai doua locuitori pot circula in ambele sense. Solutiile ar fi urmatoarele: eliminarea acelui indicator care face referire la persoanele riverane sau trasarea unor marcaje pentru a permite circulatia in ambele sensuri de circulatie, pentru ca majoritatea angajatilor din cladirea Multinvest 2 si a complexului de magazine parcheaza pe strada Turzii.","Romania, Mures, Târgu Mureș, str. Turzii","46.52894849080167, 24.54598118589479",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/str-turzii-targu-mures-mures/
244,57,"Ialomitei toata, Târgu Mureș, judetul: Mures",trotuare si strada de toata jena. sutem in zona B de impozitare. adica prima dupa zona centrala. rusine edililor din aceasta localitate care sunt alesi din 2000!!!!,"Romania, Mures, Târgu Mureș, Ialomitei toata","46.53897329999999, 24.54704909999998",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/ialomitei-toata-targu-mures-mures/
245,57,"Piata Armatei nr.22, Târgu Mureș, judetul: Mures",Parcare ilegala si care obstructioneaza circulatia in zona Piata Armatei vis-a-vis de magazinul Autobit!!!!,"Romania, Mures, Târgu Mureș, Piata Armatei nr.22","46.538049, 24.548064000000068",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/piata-armatei-nr-22-targu-mures-mures-2/
246,45,"Pandurilor ap48 bl46, Târgu Mureș, judetul: Mures",Locuinta numita Sociala primita de la primarie 800 lei chirie pe o luna,"Romania, Mures, Târgu Mureș, Pandurilor ap48 bl46","46.532475, 24.573029899999938",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/pandurilor-ap48-bl46-targu-mures-mures/
247,57,"Gheorghe Doja, Târgu Mureș, judetul: Mures","Gurile de canal de pe sensul de mers gh doja -&gt; centru sunt periculoase pentru motocicliști, sunt mult sub nivelul străzii. Pericol mare de accident!","Romania, Mures, Târgu Mureș, Gheorghe Doja","46.53761787911516, 24.55778669566382",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/gheorghe-doja-targu-mures-mures/
248,57,"Brasovului Nr. 13, Târgu Mureș, judetul: Mures","Trotuarul din vecinatatea blocului nr 13, str. Brasovului, este aproape in permanenta ocupat cu automobile, obligand pietonii (copii, varstnici cu dificultati de deplasare, parinti cu carucioare) sa coboare pe carosabil intr-o zona periculoasa (curba, lipsa de vizibilitate). Aceasta portiune de trotuar ar trebui protejata de stalpi care sa impiedice parcarea autovehiculelor pe trotuar. Am sesizat problema acum un an, a ramas nerezolvata.","Romania, Mures, Târgu Mureș, Brasovului Nr. 13","46.53845656984887, 24.577613423278763",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/brasovului-nr-13-targu-mures-mures/
249,57,"Scoala Gimnaziala &#8220;Liviu Rebreanu&#8221;, Târgu Mureș, judetul: Mures","Am depus aceasta sesizare acum un an, insa situatia persista, desi apare ca rezolvata (Status: Rezolvat). Atasez si fotografii pentru a putea vizualiza situatia concreta: nu s-a rezolvat nimic, zona e la fel de aglomerata si periculoasa pentru copii, in plus au aparut si cainii vagabonzi. Intrarea elevilor la Scolala Gimnaziala Liviu Rebreanu, la orele de acces in scoala, este in permanenta sufocata de masinile care parcheaza in apropiere, unele ocupand chiar si aleile de acces catre intrarea scolii. Astfel, elevii sunt obligati sa faca slalom printre automobilele si autoutilitarele care aglomereaza acest spatiu, care devine foarte periculos pentru siguranta copiilor. In fiecare zi, dimineata si la pranz, 1500 de elevi traverseaza aceasta zona care le pune viata in pericol. De asemenea, tot aici, o multime de autoutilitare fac manevre periculoase intr-un spatiu aglomerat. Ar trebui interzis accesul acestora si parcarea automobilelor in aceasta zona.","Romania, Mures, Târgu Mureș, Scoala Gimnaziala ""Liviu Rebreanu""","46.53157256684519, 24.558988469836436",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/scoala-gimnaziala-liviu-rebreanu-targu-mures-mures/
250,57,"Joliot-Curie, 12-14, Târgu Mureș, judetul: Mures","Parcul este intr-o stare deplorabila. Sunt multi copii in zona, care nu au un teren de joaca. Inlcusiv vin aici copii din cart. Savinesti si toti se joaca pe strada, parcul fiind inutilizabil. Nu are nici macar o banca. Buruieni, tufisuri tunse eventual odata pe an. Locuitorii din zona au depus de mai multe ori cereri la primarie pentru amenajarea parcului dar intotdeauna am ramas numai cu promisiuni, ca nu mai sunt fonduri, ca la anul viitor etc. In 2016 am primit rapsuns de la primarie cu nr. 58490/7052/SADPP in care se specifica ca se va propune pt. anul 2017. Nu s-a intamplat nimic! Suntem in 2018!","Romania, Mures, Târgu Mureș, Joliot-Curie, 12-14","46.539777, 24.547397000000046",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/joliot-curie-12-14-targu-mures-mures/
251,49,"Stefan Cicio Pop, 17, Târgu Mureș, judetul: Mures","In urma unei lucrari efectuate de catre reprezentantii ELECTRICA, a ramas o groapa care nu permite accesul la un loc parcare aflat in fata blocului","Romania, Mures, Târgu Mureș, Stefan Cicio Pop, 17","46.56174799999999, 24.549031000000014",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/stefan-cicio-pop-17-targu-mures-mures/
252,49,"Gheorghe Marinescu nr. 9, Târgu Mureș, judetul: Mures","Buna ziua. In stanga (spre Centru) Gradinitei nr. 19 este un trotuar care vine din parc si se leaga de trotuarul de pe str. Gh. Marinescu. De fapt ar trebui sa fie legata, dar lipsesc ultimii 5 metrii din trotuar. Zilnic umbla pe acolo destul de multi oameni, care trebuie sa treaca prin cei 5 metrii de ""spatiu verde"", care este de fapt noroi. Cu refacerea strazii Gh. Marinescu de acum 2 ani s-a omis refacerea aceastei portiuni, dar ar fi util daca s-ar pune acolo cel putin niste dale de beton. Va multumesc. Cu stima, K.L.","Romania, Mures, Târgu Mureș, Gheorghe Marinescu nr. 9","46.55603935381375, 24.580494203024273",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/gheorghe-marinescu-nr-9-targu-mures-mures/
253,50,"Bodoni 5, Târgu Mureș, judetul: Mures","O alarma, probabil de la universitate suna în aproape fiecare noapte de 2-3ori.. La 12, la 2,depinde. Atât de tare încât crezi ca vine din apartamentul tău.","Romania, Mures, Târgu Mureș, Bodoni 5","46.531594, 24.55070699999999",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/bodoni-5-targu-mures-mures/
254,57,"str. Aleea Carpati, Târgu Mureș, judetul: Mures",Au disparut cosuriile de gunoi pentru colectare selectiva. Cer solutionarea de a putea colecta selectiv gunoiul reciclabil. Daca tot va duceti in delegatii in Germania uitati-va acolo cum se face.,"Romania, Mures, Târgu Mureș, str. Aleea Carpati","46.557495495708, 24.563734531402588",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/str-aleea-carpati-targu-mures-mures/
255,40,"str. Aleea Carpati, Târgu Mureș, judetul: Mures","Reasfaltarea totala a drumului de la Colegiul Agricol Traian Savulescu macar pana la calea ferata. Pentru ca asfaltul este deja in stare foarte jalnica. In fiecare zii apare cate o groapa noua si deja nu este solutie buna numai astuparea lor. Tot drumul principal din Aleea Carpati ar trebui reasfaltat in 2018, nu trebuie risipiti bani pe concerte gratuite!!! Multumesc, un cetatean platitor de taxe.","Romania, Mures, Târgu Mureș, str. Aleea Carpati","46.5516522564669, 24.554743766784668",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/str-aleea-carpati-targu-mures-mures-2/
256,54,"bobilna 20, Târgu Mureș, judetul: Mures",strazile din jurul blocului Furnica sunt pline de mizerie. Ar fi bine montate pe stalpi niste cosuri de gunoi,"Romania, Mures, Târgu Mureș, bobilna 20","46.537137, 24.562460999999985",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/bobilna-20-targu-mures-mures/
257,56,"Lacramioarei, 1, Târgu Mureș, judetul: Mures","Chiar la iesirea inspre strada Republicii, in sensul giratoriu, dinspre strada Lacramioarei, s-a format o groapa de dimensiuni semnificative pentru a aduce pagube oricarui autovehicul care tranziteaza aceasta zona.","Romania, Mures, Târgu Mureș, Lacramioarei, 1","46.5545075, 24.56869919999997",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/lacramioarei-1-targu-mures-mures/
258,57,"Strada Budiului, Târgu Mureș, judetul: Mures","Pe la sfarsitul anului 2017 a fost spart asfaltul ca sa puna ceva tevi, dar de atunci se pare ca lucrarile sunt suspendate, drumul se afla intr-o stare jalnica.","Romania, Mures, Târgu Mureș, Strada Budiului","46.521400487601085, 24.54568862915039",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/strada-budiului-targu-mures-mures/
259,56,"8 martie 80, Târgu Mureș, judetul: Mures","Din nou strada 8 martie. Arată deplorabil, au fost făcute niște reparații de cea mai proastă calitate care au ținut până la primele ploi. Măcar puneți piatră pe drum dacă asfaltul e prea scump.","Romania, Mures, Târgu Mureș, 8 martie 80","46.50942, 24.524577000000022",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/8-martie-80-targu-mures-mures/
260,57,"Bulevardul 1 dec 1918, Târgu Mureș, judetul: Mures","Buna ziua, Stimați aleși ,am vazut bugetul alocat pt 2018 activităților artistice ale acestui oraș! Am o simpla intrebare: nu considerați ca ar fi o varianta mai buna ca acești bani sa fie folosiți in scoli ,Grădinițe , construirea de parcări supraetajate,reabilitarea clădirilor vechi in mod corect si frumos(nu ca cea a Cercului Militar,care e o adevarata batjocura!),in mijloacele de transport deoarece majoritatea sunt de toata jena, maxi-taxiurile sunt mizerabile nu cred ca v-ati urca pt 5 min in ele,autobuzele noi sunt neîntreținute ,murdare sau curățate in batjocura. Ce ar fi daca un an s-ar renunța la majoritatea activităților artistice si acești bani sa fie folosiți pt ce are nevoie defapt acest oraș? Dragi alesi orașul arata din ce in ce mai rău pe an ce trece,acest oras nu are un arhitect??? Cum permiteți renovarea blocurilor in halul in care se fac? Culorile folosite fara nici o organizare arata ca un papagal,e pur si simplu chici!! Ca la țigani ,urat!!! Nu ati fost nici o clipa in strainatate,asa arata si acolo un cartier ca aici? In strainatate nu ai voie sa iti pui nici parabola tv pe balcon,pt ca strici vizual fațada blocului!!! La noi cum arata ? Străzile sunt murtare,nu de ambalaje nu de gunoaie,ci de noroi pietriș ,te miri de ce la o casa zugrăvită pe exterior ,dupa un an de zile te poti apuca din nou de zugrăvit?!! E normal asa ceva? E normal sa faceti trotuare pe care nu poti trece cu un cărucior pt ca e prea îngust? M-aș bucura daca macar unul din stimabilii alesi ar citii mesajul meu ,tot ce am scris nu e doar părerea mea ci a multora;locuitori ai acestui oraș si e doar o mica părticică din ce ar avea nevoie acest oraș!!! Cu respect,un cetățean dezgustat de ceea ce vede in orașul natal!","Romania, Mures, Târgu Mureș, Bulevardul 1 dec 1918","46.5356411, 24.58265319999998",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/bulevardul-1-dec-1918-targu-mures-mures/
261,57,"Strada Victor Babeș, Târgu Mureș, judetul: Mures","Strada Victor Babes a fost recent asfaltată, dar din pacate la doua-trei saptamani deja apar gropi, asfaltul se dezintegreaza si drumul e plin cu pietre care reprezinta un pericol si pentru parbrizul soferilor la fel ca si pentru pietoni. Banuiesc ca cineva a verificat lucrarea si va sanctiona pe cine trebuie sau nu?","Romania, Mures, Târgu Mureș, Strada Victor Babeș","46.55137089999999, 24.571387200000004",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/strada-victor-babes-targu-mures-mures-3/
262,56,"Strada Tamas Erno, Târgu Mureș, judetul: Mures","Pe strada Tamas Erno, inainte de trecerea de pietoni, pe sensul SPRE sensul giratoriu, intre calea ferata si sensul giratoriu, sunt o serie de gropi datorita carora si eu si alte 5 persoane cel putin am facut pana. Pe sensul opus sunt semnalizate gropile insa pe acest sens nu, astfel incat cu totii am facut pana. S-ar putea oare rezolva astfel incat alti nefericiti sa nu pateasca acelasi lucru?","Romania, Mures, Târgu Mureș, Strada Tamas Erno","46.5482713, 24.550769700000046",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/strada-tamas-erno-targu-mures-mures/
263,56,"str. Tamas Erno, Târgu Mureș, judetul: Mures","Pe strada Tamas Erno, imediat dupa parcarea de la Gedeon Richter pe marginea carosabilului s-a format a groapa de dimensiuni mari (ca o capcana pentru tancuri)! Groapa reprezinta un pericol pentru masini si pentru pietoni. Doar intr-o singura ora, doua masini au facut pana de cauciuc.","Romania, Mures, Târgu Mureș, str. Tamas Erno","46.5482713, 24.550769700000046",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/str-tamas-erno-targu-mures-mures/
264,49,"Făget nr.4, Târgu Mureș, judetul: Mures","Pe strada Făget în mijlocul lunii noiembrie (!) au început lucrări de schimbare a conductelor de apă. Sunt gropi săpate, noroi, mizerie, cât încape. Spațiile verzi între blocuri sunt distruse, copaci tăiați sau cu rădăcina afectată. Iluminatul public lângă blocurile din Făget 4, Secuilor Martiri 2 nu mai funcționează, e pericol de accidentare, mai ales pentru lociutorii cu precădere vârstnici din zonă. Vă rog somați firma ce efectuează lucrările, să remedieze situația și să readucă spațiul public așa cum a fost înainte de începerea lucrărilor!","Romania, Mures, Târgu Mureș, Făget nr.4","46.5567459, 24.577338899999972",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/faget-nr-4-targu-mures-mures/
265,56,"str. Muncii, Târgu Mureș, judetul: Mures","Infratirii colt cu Muncii, un capac de canalizare este mult sub nivelul carosabilului. Din cauza masinilor parcate nu ai cum sa-l ocolesti cand intrii pe strada Muncii. Ai intrat in gaura de 2 ori...mergi la service!","Romania, Mures, Târgu Mureș, str. Muncii","46.53598602537998, 24.584226608276367",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/str-muncii-targu-mures-mures/
266,50,"Salcimilor 22, Târgu Mureș, judetul: Mures","In noaptea de 25 spre 26 noiembrie 2017, toate masinile parcate pe aceasta strada sau pe strazile auxiliare au fost vandalizate prin distrugerea oglinzilor retrovizoare. Acest lucru nu s-ar fi intamplat daca politia ar fi patrulat mai mult in acea zona. Propun ca politia sa ia masuri pentru combaterea acestor acte de vandaism.","Romania, Mures, Târgu Mureș, Salcimilor 22","46.541225, 24.539665000000014",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/salcimilor-22-targu-mures-mures/
267,55,"dezrobirii nr. 66, Târgu Mureș, judetul: Mures","Terenul de fotbal afectează grav imaginea orașului în ochii oaspeților din tot județul care susțin meciuri de fotbal împotriva echipelor târgumureșene: 1. In loc de vestiare exista un container, NEINCALZIT, cu DOAR 2 DUSURI, cate unul pentru fiecare echipa. Arbitri nu au cabina de duș. In ce priveste echipele, cate un singur dus la 15-16 oameni, nu e suficient. 2. La teren nu exista un utilaj pentru tuns iarba, un element indispensabil pentru un teren de fotbal. 3. Nu exista un cilindru, pentru tasarea si pregatirea in conditii optime a terenului de joc. 4. Bancile de rezerva arata absolut deplorabil, fiind parca desprinse din perioada interbelica. 5. Portile de antrenament, de 5 metri si de 2 metri sunt confectionate manual si neprofesionist si nu dispun de plasa. 6. Tribunele nu arata deloc bine si lasa impresia ca au fost aduse direct de la fier vechi. 7. Intre tribune si terenul de joc, nu exista gard despartitor. 8. Terenul, per ansamblu, lasa impresia ca este al nimanui, deoarece nu exista un admnistrator sau o persoana care sa se ingrijeasca cu interes si profesionalism de intretinerea lui. 9. Lipseste o instalatie de nocturna, absolut necesara fotbalului amator si semi-profesionist, deoarece sunt jucatori care muncesc pana la orele18-20, iar fara nocturna nu au nicio sansa sa se antreneze si sa faca sport in paralel cu locul de munca. Propuneri: Construirea unui vestiar dotat cu dușuri și încălzire. Achiziția unui tractoraș pentru tuns iarba. Semnarea uni contract cu firma Citadin (al cărei sediu se afla la câțiva metri) pentru tasarea săptămânala a terenului. Înlocuirea băncilor de rezerve. Achiziția de porți de antrenament profesionale. Construirea unei tribune noi. Desemnarea unui administrator care să se îngrijească de întreținerea terenului cu profesionalism. Construirea unei instalații de nocturnă.","Romania, Mures, Târgu Mureș, dezrobirii nr. 66","46.525394, 24.514995999999996",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/dezrobirii-nr-66-targu-mures-mures/
268,57,"8 Martie, Târgu Mureș, judetul: Mures","Ce.a mai ""rupta "" strada din oras .pe langa faptul ca au fost schimbate conducte apa gaz mai sunt si cateva faimoase firme de transport agabaritic care transporta zeci de tone de ne zguduie toata casa aceasta strada nu nu este pt acel tonaj exagerat faceti ceva ca pe langa faptul ca ne rupem masinile si platim taxe si impozite la zi ne mai rupem si casele","Romania, Mures, Târgu Mureș, 8 Martie","46.51283369999999, 24.525704899999937",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/8-martie-targu-mures-mures-3/
269,56,"Bulevardul Pandurilor 54, Târgu Mureș 547365, judetul: Mures","Buna, Pe strada Pandurilor intre strazile Transilvaniei sensu giratoriu si strada Cernavoda scoala gen. 18, ar trebui sa se faca parcari tip spic ca pe tot bulevardul in zona respectiva din cazua angazatilor E-ON zona este arhiplina de masini parcari nu gasesti deloc in timpul zilei din aceasta cauza. Momentan se parcheaza in zona verde si pe trotuare pe unde se apuca.","Romania, Mures, Târgu Mureș 547365, Bulevardul Pandurilor 54","46.532517, 24.573955999999953",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/bulevardul-pandurilor-54-targu-mures-547365-mures/
270,44,"str. Remetea nr. 120, Târgu Mureș, judetul: Mures","O parte dintre statiile de autobus nu sunt semnalizate, sau chiar luminate. Autobusul nr.3, care circula pe aceasta linie, este murdar de foarte multe ori.","Romania, Mures, Târgu Mureș, str. Remetea nr. 120","46.566744, 24.535871000000043",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/str-remetea-nr-120-targu-mures-mures/
271,44,"str. Remetea nr. 100, Târgu Mureș, judetul: Mures","In zona aceasta nu exista pe domeniul public teren de joaca pentru copii, desi str. Remetea si străzile aferente sunt pline de copii.","Romania, Mures, Târgu Mureș, str. Remetea nr. 100","46.566156, 24.537095000000022",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/str-remetea-nr-100-targu-mures-mures/
272,54,"Verii nr X, Târgu Mureș, judetul: Mures","Buna ziua! Am fost de mai multe ori la platou cu copii mei de 1 respectiv 5 ani la spatiul de joaca de pe platou. De trei ori trebuia urgent sa intram la toaleta cu baiatul meu de 5 ani. WCul arata ca unul care nu era vizitat de un om de servici de luni de zile. Normal ca nu era hartie igienica nici o data in aceste trei cazuri. Imi pare rau sa spun dar inca nu am intalnit o toaleta civilizata in nici o institutie publica din orasul nostru. Toaletele publice sunt focare de infectii la Targu Mures din cauza curatatului foarte rar realizat. As dori sa insistati asupra introducerii serviciului de curatare de cel putin de doua ori pe ora in toaletele publice si echiparea acestora cu cel putin minimul de accesorii necesare pentru o igiena cat de cat normala: hartie igienica, sapun lichid, servetele si perie wc. Cu stima, Lihat Ervin","Romania, Mures, Târgu Mureș, Verii nr X","46.547645732678234, 24.586973190307617",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/verii-nr-x-targu-mures-mures/
273,57,"Horea,, Târgu Mureș, judetul: Mures",La intrarea in str. Horea sunt doua capace de canalizare lasate mult sub asfalt. Nici nu le poti ocoli pentru ca intri in ele ori cu roata dreapta ori cu roata stanga a masinii!,"Romania, Mures, Târgu Mureș, Horea,","46.54385291282321, 24.559260606765747",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/horea-targu-mures-mures/
274,52,"G-ral Traian Mosoiu 7, Târgu Mureș, judetul: Mures","Pe strada Traian Mosoiu nu se face curatenie. Multi oameni care vin de la piata arunca tigari, ambalaje de mancare si alte obiecte.","Romania, Mures, Târgu Mureș, G-ral Traian Mosoiu 7","46.545879, 24.554006000000072",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/g-ral-traian-mosoiu-7-targu-mures-mures/
275,57,"str. Prieteniei nr. 3, Târgu Mureș, judetul: Mures","In spatele blocului nr. 3 pe str. Prieteniei la containerul de gunoi aflata langa paraul Poclos, becul este ars. De asemenea ar trebui iluminat in fata cladirii de cazan catre str. Prieteniei, seara este foarte intuneric cand se trece de la garaje pe strada.","Romania, Mures, Târgu Mureș, str. Prieteniei nr. 3","46.5386979, 24.58343400000001",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/str-prieteniei-nr-3-targu-mures-mures/
276,57,"Moldovei 21, Târgu Mureș, judetul: Mures",Groapa in asfalt,"Romania, Mures, Târgu Mureș, Moldovei 21","46.5357877, 24.580589099999997",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/moldovei-21-targu-mures-mures/
