,Category_ID,Title,Description,Address,Coordinates,Status_value,Status_label,Url
0,57,"Suceava, Târgu Mureș, judetul: Mures","Ambele trotuare ale strazii Suceava, in apropierea Cimitirului evreiesc sunt ocupate de Masinile firmei de inchirieri MF rent a car. Uneori are 15 masini parcate. Oare plătește impozite pentru fiecare loc de parcare ?","Romania, Mures, Târgu Mureș, Suceava","46.5318219, 24.5605755",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/suceava-targu-mures-mures/
1,57,"Suceava, Târgu Mureș, judetul: Mures","autoturism ms 13 gjo abandonat, vizavi de Cimitirul evreiesc, ocupă loc de parcare","Romania, Mures, Târgu Mureș, Suceava","46.5318219, 24.5605755",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/suceava-targu-mures-mures-2/
2,44,"Pasajul Mimozelor Nr 1, Târgu Mureș, judetul: Mures",Am dori sa vedem daca exista posibilitatea pentru renovarea caii de acces de pe Blvd 1 Dec 1918 către blocul aflat pe Pasajul Mimozelor Nr. 1. Suntem foarte multi locatari care parchează in fata blocului și tranzitam zilnic aceste trepte. Nu ar strica daca s-ar putea face inclusiv o rampa pentru cărucioare copii și schimbat trepte plus balustrada. Mulțumesc,"Romania, Mures, Târgu Mureș, Pasajul Mimozelor Nr 1","46.53847314771793, 24.56418514251709",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/pasajul-mimozelor-nr-1-targu-mures-mures-2/
3,44,"Secuilor Martiri &#8211; scurgerea apei, Târgu Mureș, judetul: Mures","A víz forráshoz is kell utcai lámpa. A parkban van világítás, onnan simán át lehet húzni a forráshoz is az égőt, hogy este lehessen látni (pl. téli időjáráskor is)","Romania, Mures, Târgu Mureș, Secuilor Martiri - scurgerea apei","46.556504, 24.5761983",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/secuilor-martiri-scurgerea-apei-targu-mures-mures/
4,44,"Intre Movile, Târgu Mureș, judetul: Mures",Drum neasfaltat cu gropi mari!,"Romania, Mures, Târgu Mureș, Intre Movile","46.538112, 24.6072183",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/intre-movile-targu-mures-mures/
5,57,"Str.Parangului 2, Târgu Mureș, judetul: Mures","Zona de la scarile FURNICA urcare spre Str.Magurei -Str.Parangului in stare dezastruoasa, inclusiv starea scarilor , respectiv asa zis parc de joaca.","Romania, Mures, Târgu Mureș, Str.Parangului 2","46.535621, 24.560997",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/str-parangului-2-targu-mures-mures/
6,52,"Godeanu, bl. 28, Târgu Mureș, judetul: Mures","În bucla pe care o face strada Godeanu, gunoiul este pus pe carosabil sau în containere care nu sînt ţinute în construcţia metalică special destinată acestui scop, după cum se vede şi în fotografia făcută în 17.03.2020. Comparativ, în 2012 gunoiul stătea la locul lui ...","Romania, Mures, Târgu Mureș, Godeanu, bl. 28","46.52525199999999, 24.554159",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/godeanu-bl-28-targu-mures-mures/
7,57,"Bd. 1 Decembrie 1918 nr. 219, Târgu Mureș, judetul: Mures","Semaforul de la Fortuna este stricat din cauza accidentului de acum o saptamana. Traficul e infernal in intersectie; pietonii sunt pusi in pericol la traversarea strazilor, nu mai zic de copii. Este nevoie urgenta de repararea semaforului la Fortuna !","Romania, Mures, Târgu Mureș, Bd. 1 Decembrie 1918 nr. 219","46.5352179, 24.5838776",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/bd-1-decembrie-1918-nr-219-targu-mures-mures-2/
8,56,"rozmarinului, 1, Târgu Mureș, judetul: Mures",La intersectia dintre strazile Rozmarinului si Gheorghe Doja nu merge culoare verde a semaforului de la trecerea de pietoni.,"Romania, Mures, Târgu Mureș, rozmarinului, 1","46.5260062, 24.5361727",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/rozmarinului-1-targu-mures-mures/
9,56,"Gheorghe Doja 64-68, Târgu Mureș, judetul: Mures",Construirea unei statii de autobuz interjudetean cu acoperis .Vara oamenii stau pe o caldura insuportabila si cand ploua nu au nici un acoperis deasupra capului.,"Romania, Mures, Târgu Mureș, Gheorghe Doja 64-68","46.5268568, 24.5414245",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/gheorghe-doja-64-68-targu-mures-mures/
10,44,"Brasovului,4, Târgu Mureș, judetul: Mures","Seara este o adevarata loterie sa gasesti un loc de parcare, deoarece firma de catering isi tine flota auto in parcarea publica","Romania, Mures, Târgu Mureș, Brasovului,4","46.537651, 24.5747108",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/brasovului4-targu-mures-mures/
11,49,"Armoniei, 24, Târgu Mureș, judetul: Mures",Solicit montarea unui stalp de iliminat la intrare inspre blocul 24 deoarece seara este bezna totala.,"Romania, Mures, Târgu Mureș, Armoniei, 24","46.5372487, 24.5836464",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/armoniei-24-targu-mures-mures/
12,49,"Mimozelor 1, Târgu Mureș, judetul: Mures","Bec ars la intrarea a 2 blocurilor. Singurul care functiona, slab oricum. Se circula cu lanterna si lumea se teme seara pentru siguranta lor cat si a autoturismelor parcate. Multumim!","Romania, Mures, Târgu Mureș, Mimozelor 1","46.5382135, 24.5646233",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/mimozelor-1-targu-mures-mures/
13,56,"Strada Marasti 13, Târgu Mureș, judetul: Mures","Strada recent a devenit cu parcare cu plata, dar cred ca zona a fost specificat gresit, fiind zona 1, ceea ce nu poate fi pentru ca zona 1 e centrul orasului (nici acolo nu toate strazile). Sa reclasificati strada sa fie zona 2.","Romania, Mures, Târgu Mureș, Strada Marasti 13","46.551667500552064, 24.56286151293519",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/strada-marasti-13-targu-mures-mures/
14,57,"Insulei, Nr.11, Târgu Mureș, judetul: Mures","Buna ziua! Am vrea sa stim, cei care locuim in aceasta parte uitata a orasului de catre edilii orasului, in special cei care raspund de dezvoltarea infrastructurii orasului, cate sesizari, sa mai scriem pentru a ajunge si noi in randul orasenilor demn de o resedinta de judeti, fiindca partea aceasta a orasului (10 minute de centru) a ramas undeva in evul mediu. Sa facut acum 4 ani canalizarea cu chin si cu vai, dar nu sa terminat in totalitate, ne fiind functional, adica apa potabila este, dar canalizarea nu este conectat la retea, trotuar sau asfalt = 0. Cand ploua starda se transforma in balta si noroi, incat iti e rusine sa intri in strada. Sa nu amintim de capatul strazii de sub podul Mures, langa intrarea la ""Piata de vechituri"", de unde mai primim din cand in cand cadou in fundul curtii in forma de fecale umane si gunoaie aruncate, aratand gradul de civilizatie a unor personae, care frecventeaza piata.","Romania, Mures, Târgu Mureș, Insulei, Nr.11","46.551646, 24.547162",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/insulei-nr-11-targu-mures-mures/
15,49,"Rodniciei 59, Târgu Mureș, judetul: Mures","Intre blocurile de pe Strada Rodniciei 63 si 61 sunt cateva gropi in asfalt, care nu au fost reparate de ani de zile. S-a ajuns in situatia in care nu mai ai pe unde sa le ocolesti.","Romania, Mures, Târgu Mureș, Rodniciei 59","46.5377328, 24.5867754",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/rodniciei-59-targu-mures-mures/
16,56,"Infratirii 3, Târgu Mureș, judetul: Mures","Solicitam montarea unui semafor cu buton la trecerea de pietoni de la intersectia strazilor Infratirii, Muncii si Armoniei. S-au mai facut solicitiari in acest sens si in anii trecuti. Serviciul Public Administratia Domeniului Public a raspuns ca se va monta un semafor. Nu s-a intamplat nimic. As aprecia un raspuns pertinent. Daca se va monta, cand se va monta? Daca nu se monteaza, de ce?","Romania, Mures, Târgu Mureș, Infratirii 3","46.53597389999999, 24.5838219",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/infratirii-3-targu-mures-mures/
17,56,"Pandurilor, 21, Târgu Mureș, judetul: Mures","Groapa dubla in carosabil imposibil de ocolit situata chiar in acea mica cotitura la urcare dinspre Bd. Pandurilor spre calea Sighisoarei; vis-a-vis de blocul de pe Bd Pandurilor, nr. 21","Romania, Mures, Târgu Mureș, Pandurilor, 21","46.533843, 24.567435",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/pandurilor-21-targu-mures-mures/
18,57,"Insulei 11, Târgu Mureș, judetul: Mures","Buna ziua! Prin aceasta cale cerem celor cu raspunderea asupra dezvoltarii infrastructurii orasului, sa-si faca treaba pt. ca, ani la rand sunt cerute de catre locatari rezolvarea canalizarii, asfaltarea strazi, gunoi aruncat si mizerie lasat de catre cei care vin la piata de vechituri, etc. de pe strada Insulei. Vor si ei sa evadeze din ""evul mediu"" prin care sunt nevoiti sa traiasca, desi platesc impozite destul de mari datorita apripierii centrului urbei de nici 10 minute plimbat pe jos. In functie de vreme, strada se transforma in mlastina si noroi, demn de secolul in care traim si de resedinta de judet.","Romania, Mures, Târgu Mureș, Insulei 11","46.551646, 24.547162",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/insulei-11-targu-mures-mures/
19,49,"Pomilor 36, Târgu Mureș, judetul: Mures","Exista un capac de canal care trebuie reconstruit. Are o baliza de semnalizare CARE NU REFLECTA LUMINA noaptea, plus ca e pe mijlocul strazii. E asa de dinainte de Craciun. Rezolvati, va rog, trec multe masini zilnic.","Romania, Mures, Târgu Mureș, Pomilor 36","46.569836, 24.5354038",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/pomilor-36-targu-mures-mures-2/
20,57,"POMILOR, Târgu Mureș, judetul: Mures","Strada Pomilor 36 nu este ASFALTATA,va rog sa veniti la fata locului ca sa va convingeti! Conform petitiei 173-2019 raspunsul Dvs a fost ,, Strada Pomilor este asfaltata"" inseamana ca nu cunoasteti cu adevarat situatia din zona.","Romania, Mures, Târgu Mureș, POMILOR","46.5686275, 24.5349896",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/pomilor-targu-mures-mures-2/
21,56,"Strada Viile Dealului Mic,Nr:1, Târgu Mureș, judetul: Mures","Desi s-a semnalat deja de 10 ori si este si hotarare pe acest sens legat de semaforizare, au trecut deja 3 ani si trecerea de pietoni dintre Calea Sighisoarei si Viile Dealului Mic nu este semaforizata, masinile trec cu viteza mare printre oameni fara sa acorde prioritate pe trecere. Nu se rezolva pina nu este accidentat cineva mortal in aceasta zona.","Romania, Mures, Târgu Mureș, Strada Viile Dealului Mic,Nr:1","46.5264722, 24.5612273",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/strada-viile-dealului-micnr1-targu-mures-mures/
22,56,"Strada Apicultorilor, Târgu Mureș, judetul: Mures","La intrare pe strada Apicultorilor din bulevard, este executată o sapatura care tranșeaza intrarea care nu a fost asfaltata. E destul de adâncită. Am sunat anul trecut la poliția locală, dar nu s-a făcut nimic, doar s-a notat","Romania, Mures, Târgu Mureș, Strada Apicultorilor","46.5318113, 24.5890169",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/strada-apicultorilor-targu-mures-mures/
23,44,"Bulevardul 1848 24, Târgu Mureș, judetul: Mures",Dupa cum stiu can a fost asfaltat Bulevardul 1848 ar fii trebuit sa asfalteze si strada din fata Secției de Neonatologie dar nu le-au facut. Cand va fi asfaltat si strada de acolo pentru ca gropile sunt foarte mari acolo.,"Romania, Mures, Târgu Mureș, Bulevardul 1848 24","46.53284499999999, 24.558257",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/bulevardul-1848-24-targu-mures-mures/
24,56,"strada iuliu maniu 18, Târgu Mureș, judetul: Mures","In intersectia cu str. Tudor Vladimirescu se afla 2 gropi inca de asta-vara, cand se vireaza stanga dinspre str. Iuliu Maniu, inevitabil dai in ele. Ma mir ca nu le-a vazut nimeni din municipalitate pana acum, ori Politia Locala.","Romania, Mures, Târgu Mureș, strada iuliu maniu 18","46.54104599999999, 24.554295",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/strada-iuliu-maniu-18-targu-mures-mures/
25,57,"Gheorghe Doja 62 Târgu Mureș 540146, Târgu Mureș, judetul: Mures","Ar fi extrem de benefic adaugarea unui buton pentru trecerea de pietoni de la OMV, in orele de dimineata este un adevarat chin sa treci cu masina prin zona.","Romania, Mures, Târgu Mureș, Gheorghe Doja 62 Târgu Mureș 540146","46.53105610821602, 24.549443819049063",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/gheorghe-doja-62-targu-mures-540146-targu-mures-mures/
26,56,"Papiu, Târgu Mureș, judetul: Mures","Intersectia Papiu-Bernády: în zile/ore cu trafic intens, semaforul nu funcționeaza, este pe galben intermitent. Risc mare de accidente din aceasta cauza plus se creeaza ambuteiaje. Exemplu: Sâmbăta/ Duminica pe la orele 11-14. Ar trebuii analizată traficul, se vede clar problema, foarte periculos. Aş propune să funcționeze semaforul şi în weekend până la orele 22-23 cum este cazul la celelalte intersecții importante cu trafic intens. Nu înțeleg de ce această intersecție este o excepție... până nu sunt accidente grave din păcate de obicei nu se iau măsuri, sper să putem evita prin acest canal. Mulțumim!","Romania, Mures, Târgu Mureș, Papiu","46.5461312, 24.5684008",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/papiu-targu-mures-mures/
27,56,"Papiu, Târgu Mureș, judetul: Mures","Intersectia Papiu-Bernády: în zile/ore cu trafic intens, semaforul nu funcționeaza, este pe galben intermitent. Risc mare de accidente din aceasta cauza plus se creeaza ambuteiaje. Exemplu: Sâmbăta/ Duminica pe la orele 11-14. Ar trebuii analizată traficul, se vede clar problema, foarte periculos. Aş propune să funcționeze semaforul şi în weekend până la orele 22-23 cum este cazul la celelalte intersecții importante cu trafic intens. Nu înțeleg de ce această intersecție este o excepție... până nu sunt accidente grave din păcate de obicei nu se iau măsuri, sper să putem evita prin acest canal. Mulțumim!","Romania, Mures, Târgu Mureș, Papiu","46.5461312, 24.5684008",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/papiu-targu-mures-mures-2/
28,57,"Valea Rece Târgu Mureș, judetul: Mures",PROPUN MONTAREA UNUI SEMAFOR CU COMANDA MANUALA LA COBORAREA DIN VALEA RECE.SE TRECE CA TURMA.ASTEPTATI ACCIDENTE.VA ROG VERIFICATI.SE TRECE CU CARUTA SI CALUL PE TRECEREA DE PIETONI.....ASTA E TG.MURESUL 2020?,"Romania, Mures, Târgu Mureș, CoruncaSTR.PRINCIPALA 145/M","46.5187888, 24.6243292",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/coruncastr-principala-145-m-targu-mures-mures/
29,56,"Secuilor Martiri &#8211; 22 Decembrie 1989, Târgu Mureș, judetul: Mures",Ar fi util semaforizare acestei intersecții. Mi se pare mult prea mare ocolisul ce trebuie făcut dacă ieșim de la Weekend si dorim sa mergem către Sângeorgiu de Mureș. Asa ar fi accesibil și serpentina veche celor care vin de la Weekend sau invers.,"Romania, Mures, Târgu Mureș, Livezeni nr 41","46.535421, 24.594141",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/livezeni-nr-41-targu-mures-mures/
30,49,"Libertatii, 70, Târgu Mureș, judetul: Mures","S-a taiat trasversal asfaltul si nu s-a reparat. Groapa se adanceste pe zi ce trece, iar drumul e plin de noroi.","Romania, Mures, Târgu Mureș, Libertatii, 70","46.54136099999999, 24.547540900000058",complete,Rezolvat,https://www.amper.org.ro/sesizari/sesizare/libertatii-70-targu-mures-mures/
31,57,"Pta. Tramdafirilor 41, Târgu Mureș, judetul: Mures","Lampa iluminat din parcul in fata Teatrului de Vara nu functioneaza, intuneric!","Romania, Mures, Târgu Mureș, Pta. Tramdafirilor 41","46.54320320395668, 24.560120714013465",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/pta-tramdafirilor-41-targu-mures-mures/
32,49,"str. Grigorescu 4/ C, Târgu Mureș, judetul: Mures","Poluarea.. Calitatea aerului de respirat și a apei, din Mureș și nu doar din bazinul week-end. Se taie pomi aproape zilnic, deși coroana unui pom e singurul filtru de curățire a aerului. Aspectul e mai frumos inainte decât pe urmă. Nu se cunoaște conceptul de oraș parc, nu sunt fântâni arteziene nu este spălat carosabilul in zilele toride de vară sau in timp de secetă.. Nu se plantează pomi, puieți in locul celor luate, uscate in urma cosmetizării. Asta de doar una . Mai am multe.","Romania, Mures, Târgu Mureș, str. Grigorescu 4/ C","46.551964, 24.572838000000047",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/str-grigorescu-4-c-targu-mures-mures/
33,56,"Bulevardul 1 Decembrie &#8211; Al. Papiu Ilarian, Târgu Mureș, judetul: Mures","La intersectia strazii Al. Papiu Ilarian cu Bulevardul 1 Decembrie, dupa ce faci dreapta, este aproape imposibil sa te asiguri in stanga de unde vin masini si in acelasi timp sa poti vedea in vreun fel culoarea semaforului de pe locul soferului. Ar trebui gasita o solutie in acest loc, in ceea ce priveste vizibilitatea semaforului.","Romania, Mures, Târgu Mureș, Bulevardul 1 Decembrie - Al. Papiu Ilarian","46.53913461717869, 24.576787405726805",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/bulevardul-1-decembrie-al-papiu-ilarian-targu-mures-mures/
34,52,"Aleea Carpati, nr 53, Târgu Mureș, judetul: Mures",Firma care face izolarea blocului lasa gunoiul/mizeria in parcare de 4 luni. Este asa ceva legal? Au aprobare? Ca persoana fizica trebuie se ceri container cand faci asa ceva. Ca firma poti sa faci mizerie unde vrei?,"Romania, Mures, Târgu Mureș, Aleea Carpati, nr 53","46.557585, 24.561725000000024",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/aleea-carpati-nr-53-targu-mures-mures/
35,49,"Cetate biserica reformata, Târgu Mureș, judetul: Mures",In cetate la biserica reformata și în parcul de copii de lângă lipsește cu desăvârșire iluminatul public. In cetate e chiar înfricoșător.,"Romania, Mures, Târgu Mureș, Cetate biserica reformata","46.5465133, 24.566435800000022",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/cetate-biserica-reformata-targu-mures-mures/
36,44,"Panselotelor, Târgu Mureș, judetul: Mures","La intersectia strazilor panselutelor cu tudor vladimirescu este o parcare. Chiar acum s-au pus doi stalpi in beton fara sa se afiseze ce anume se face acolo, este autorizatie sa se extinda altii? Noi ca locatari si fondatori Asociatiei 261 dorim parcare la masini, va rugam sa nu lasati pe altii sa ne ocupe toata parcarea https://photos.app.goo.gl/5f18hQ3Bg1NJWyVB6","Romania, Mures, Târgu Mureș, Panselotelor","46.537197, 24.56325419999996",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/panselotelor-targu-mures-mures/
37,49,"Bobâlna 20, Târgu Mureș, judetul: Mures",In spate la magazinul Darina și în parcările de lângă mai ales se aduna foarte multe gunoaie. Măturătorii vin in zona dar se opresc la bar. Ar fi util daca macar parcarea de lângă(Tudor Vladimirescu) o măturați o data pe o luna. Uitați cum arată: https://photos.app.goo.gl/X57UeGddpvTb8sWe8,"Romania, Mures, Târgu Mureș, Bobâlna 20","46.53714799999999, 24.562744000000066",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/bobalna-20-targu-mures-mures-3/
38,49,"str.Muresului nr. 17, Târgu Mureș, judetul: Mures",Buna ziua! Turnare asfalt sau alt material la coborare podul peste Mures din Cartierul Aleea Carpati spre Cartierul Unirii. Asa arata dupa ploaie.Multumim.,"Romania, Mures, Târgu Mureș, str.Muresului nr. 17","46.5564555, 24.554978000000006",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/str-muresului-nr-17-targu-mures-mures/
39,57,"Pandurilor, 82, Târgu Mureș, judetul: Mures",Ghene de gunoi subterane deja deterioarate si persoane de etnie roma desfac capacul pentru a intra inauntru.,"Romania, Mures, Târgu Mureș, Pandurilor, 82","46.53291520000001, 24.579176500000017",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/pandurilor-82-targu-mures-mures/
40,57,"Pandurilor, nr. 92 (in spate), Târgu Mureș, judetul: Mures","Buna ziua, S-au amplasat containere pentru reciclare plastic, hartie si metal care sunt inutile deoarece nu se ridica doar foarte rar si nu sunt inchise cu lacăt, astfel persoane de etnie roma deschid containerele si se servesc cu materiale plastice gata sortate. In acest mod degeaba mai facem reciclare sau s-au pus acolo doar sa bifeze o norma europeana. Cu stima!","Romania, Mures, Târgu Mureș, Pandurilor, nr. 92 (in spate)","46.5329744, 24.580666800000017",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/pandurilor-nr-92-in-spate-targu-mures-mures/
41,52,"Str Tudor Vladimirescu nr 125, Târgu Mureș, judetul: Mures",Un copac uscat se sprijina pe altii si cred ca o sa cada in strada,"Romania, Mures, Târgu Mureș, Str Tudor Vladimirescu nr 125","46.5363339, 24.56931600000007",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/str-tudor-vladimirescu-nr-125-targu-mures-mures-3/
42,49,"Bulevardul 1848, Târgu Mureș, judetul: Mures",in Parcul (loc de joaca pentru copii) din spatele Bisericii.,"Romania, Mures, Târgu Mureș, Bulevardul 1848","46.53119, 24.556872800000065",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/bulevardul-1848-targu-mures-mures-2/
43,52,"Str Tudor Vladimirescu nr 125, Târgu Mureș, judetul: Mures",Un copac uscat se sprijina pe altii si cred ca o sa cada in strada,"Romania, Mures, Târgu Mureș, Str Tudor Vladimirescu nr 125","46.5363339, 24.56931600000007",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/str-tudor-vladimirescu-nr-125-targu-mures-mures-2/
44,53,"Tudor Vladimirescu 99, Târgu Mureș, judetul: Mures","Buna ziua, Strazile orasului pline de excremente de caini. Cand se va face in legatura cu asta?","Romania, Mures, Târgu Mureș, Tudor Vladimirescu 99","46.536321, 24.56390399999998",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/tudor-vladimirescu-99-targu-mures-mures/
45,56,"Revolutiei nr. 50, Târgu Mureș, judetul: Mures","Pe colt cu Petrom / Revolutiei este un capac de canalizare mult mai adanc fata de asfalt. Masinile care fac dreapta catre centru n-au cum sa evite aceasta ""groapa"".","Romania, Mures, Târgu Mureș, Revolutiei nr. 50","46.5508793, 24.565396700000065",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/revolutiei-nr-50-targu-mures-mures-2/
46,56,"Armoniei 22, Târgu Mureș, judetul: Mures","Sesizarea mea este legata de reglementarea in vre-un fel a trecerii de pietoni de pe Bld 1 Dec 1918, la intersectia cu strada Sârguinței. Dimineata, la orele de varf, traficul este incetinit semnificativ aici, pe de o prte de catre pietoni pe trecerea mentionata, pe de alta parte de syrangularea benzii 2 pe sensul catre Fortuna, de cei care vor sa vireze stanga, pe strada Sarguintei. Cred ca o trecere de pietoni semaforizata, ar reglementa in principal comportamentul pietonilor in zona, le-ar asigura mai multa siguranta in traversare, iar in secundar ar putea crea conditii pt virarea la stanga pe Sarguintei pt autovehicole.","Romania, Mures, Târgu Mureș, Armoniei 22","46.537428, 24.58363399999996",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/armoniei-22-targu-mures-mures/
47,56,"Sarguintei 39, Târgu Mureș, judetul: Mures","Propun reglementarea trecerii pietonale de pe bld. 1 Dec 1918, in apropiere de intersectia cu str. Sarguintei. Mai ales in orele de varf, datoita faptului ca pietonii traverseaza haotic, circulatia autovehicolelor este strangulata, iar coada se intinde dincolo de sensul giratoriu de la intersectia Corina. Consider ca o trecere semaforizata ar rezolva pe de o parte siguranta pietonilor in traversare, pe de alta parte ar crea conditiile pt fluidizarea traficului, facilitand inclusiv virarea la stanga de pe banda 2, catre strada Sirguintei (de'altfel un alt motiv de strangulare a circulatiei in zona).","Romania, Mures, Târgu Mureș, Sarguintei 39","46.533177570736335, 24.587836988191498",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/sarguintei-39-targu-mures-mures-2/
48,52,"Tudor Vladimirescu nr 123, Târgu Mureș, judetul: Mures",Un copac uscat se sprijina pe altii si cred ca o sa cada in strada,"Romania, Mures, Târgu Mureș, Tudor Vladimirescu nr 123","46.5363291, 24.569225500000016",,,https://www.amper.org.ro/sesizari/sesizare/tudor-vladimirescu-nr-123-targu-mures-mures/
49,56,"Stefan cel mare, Târgu Mureș, judetul: Mures",Semaforul de pietoni este tot timpul roșu. Cel puțin dimineața când trebuie trecuta strada la creșa de copii lurko . Cel chiar de jos la intersecția cu principala,"Romania, Mures, Târgu Mureș, Stefan cel mare","46.5396622, 24.567016200000012",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/stefan-cel-mare-targu-mures-mures-2/
50,56,"Lalelelor 14, Târgu Mureș, judetul: Mures","Oglinda care ajuta la fluidizarea traficului la iesirea de pe strada Prieteniei a fost sparta de aproximativ 2 saptamani. Sugerez sa fie montata alta, din moment ce iesirea din intersectia respectiva se face foarte dificil din cauza masinilor parcate pe stanga.","Romania, Mures, Târgu Mureș, Lalelelor 14","46.539293, 24.580150000000003",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/lalelelor-14-targu-mures-mures/
51,50,"Prieteniei 5, Târgu Mureș, judetul: Mures","Este o masina abandonata pe Prieteniei nr 5. O Dacie gri, nemiscata de minim 1 an, acoperit de mizerie.","Romania, Mures, Târgu Mureș, Prieteniei 5","46.538652, 24.58310800000004",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/prieteniei-5-targu-mures-mures/
52,44,"Str. Gheorghe Doja nr.177, Târgu Mureș, judetul: Mures",Biscuit montati aiurea. Balustradele stau sa pice.,"Romania, Mures, Târgu Mureș, Str. Gheorghe Doja nr.177","46.5256927, 24.5398328",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/str-gheorghe-doja-nr-177-targu-mures-mures/
53,57,"surianu 3 , aleea sanatatii, Târgu Mureș, judetul: Mures","Aleea Sanatatiiva deveni Aleea Poluarii. Tg Muresul nu e doar pentru parcari aparute prin distrugerea a tot ce a mai ramas spatiu verde. Respectarea regelementarilor privind amenajarea parcarilor la distante mai mari de 5 metri fata de locuinte si institutii . Codul civil art 615, Ordinul Ministrului Sanatatii nr 119/2014, OUG 195/2001 art 72 alin 7, legea 50/1995, legea 350/2001.","Romania, Mures, Târgu Mureș, surianu 3 , aleea sanatatii","46.531444, 24.55873399999996",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/surianu-3-aleea-sanatatii-targu-mures-mures/
54,57,"B-ul 1 decembrie 1918 nr 251, Târgu Mureș, judetul: Mures","Buna seara Consum de alcool in fata blocului langa barul din zona , deranjeaza linistea ( asculta muzica si striga ) . Nu este prima sesizare pe cate o fac Multumesc Astept rezolvarea","Romania, Mures, Târgu Mureș, B-ul 1 decembrie 1918 nr 251","46.533446, 24.58845599999995",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/b-ul-1-decembrie-1918-nr-251-targu-mures-mures/
55,57,"Șurianu Nr 8, Târgu Mureș, judetul: Mures","Pe aleea sănătății, din vecinătatea străzii suceava, stâlpii care delimitau pietonala au fost mutați pe mijlocul pietonalei. Aceasta alee, numita si aleea sănătății nu mai poate fi numită așa. E transformata in parcare iar copiii care se joacă aici trebuie sa facă slalom printre mașini. Deasemenea siguranță lor este pusă în pericol cu atâtea mașini. Aici se joacă zilnic foarte multi copii Rog păstrarea scopului original al acestei alei, un spatiu pietonal, un spatiu de recreere atât pentru cei mici cat și cei mari.","Romania, Mures, Târgu Mureș, Șurianu Nr 8","46.5306039, 24.559649000000036",pending,In curs de rezolvare,https://www.amper.org.ro/sesizari/sesizare/surianu-nr-8-targu-mures-mures-2/
